flat_type,price,address,buildup_area,age_of_property,which_floor,furnishing,bedrooms,bathrooms,balcony,parking
1 BHK Flat,1.2,Kandivali East,525,18.0,7.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.33,others,580,5.0,16.0,Semi Furnished,1.0,,0.0,yes
1 BHK Flat,0.26,Naigaon East,529,9.0,7.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,0.92,Malad West,537,26.0,6.0,Semi Furnished,1.0,,0.0,yes
1 BHK Flat,0.55,Mira Road East,690,5.0,16.0,Semi Furnished,2.0,,,no
1 BHK Flat,0.36,Nalasopara West,670,5.0,16.0,Semi Furnished,2.0,2.0,,yes
1 BHK Flat,1.1,Goregaon East,481,15.0,7.0,Fully Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.25,Virar East,535,8.0,4.0,Semi Furnished,1.0,1.0,1.0,yes
1 BHK Flat,1.15,Andheri East,490,9.0,10.0,Semi Furnished,1.0,,0.0,no
1 BHK Flat,1.0,Mulund West,575,10.0,8.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,0.38,Virar West,680,5.0,14.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,1.3,Bandra West,350,5.0,16.0,Semi Furnished,1.0,,0.0,no
1 BHK Flat,0.72,Mira Road East,660,10.0,18.0,Semi Furnished,2.0,2.0,,yes
1 BHK Flat,0.34,Virar West,630,5.0,7.0,Semi Furnished,1.0,2.0,1.0,yes
1 BHK Flat,1.1,Bhandup West,535,15.0,7.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,0.23,Vasai West,325,5.0,16.0,Semi Furnished,,,,yes
1 BHK Flat,0.52,Mira Road East,525,35.0,6.0,Semi Furnished,2.0,,,no
1 BHK Flat,0.34,Naigaon East,590,5.0,9.0,Unfurnished,1.0,2.0,2.0,yes
1 BHK Flat,1.14,Powai,570,18.0,7.0,Fully Furnished,1.0,2.0,0.0,no
1 BHK Flat,0.55,Bhayandar East,575,14.0,7.0,Fully Furnished,,,,no
1 BHK Flat,0.65,Goregaon East,498,7.0,7.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,0.8,Bhandup West,450,2.0,22.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,2.0,Bandra West,700,50.0,3.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,1.2,Goregaon West,559,10.0,6.0,Fully Furnished,1.0,1.0,,yes
1 BHK Flat,0.35,Nalasopara West,650,8.0,9.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.29,Nalasopara West,590,5.0,9.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.3,Nalasopara West,600,5.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.28,Nalasopara West,560,8.0,7.0,Semi Furnished,1.0,1.0,3.0,yes
1 BHK Flat,0.28,Nalasopara West,600,6.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.28,Nalasopara West,590,4.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.22,Nalasopara West,530,7.0,7.0,Semi Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.36,Vasai East,600,10.0,7.0,Semi Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.27,Nalasopara West,565,7.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.27,Nalasopara West,520,8.0,7.0,Semi Furnished,1.0,1.0,3.0,yes
1 BHK Flat,0.26,Nalasopara West,550,5.0,11.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.28,Nalasopara West,600,6.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.29,Nalasopara West,590,8.0,9.0,Unfurnished,1.0,1.0,3.0,yes
1 BHK Flat,0.26,Nalasopara West,520,8.0,7.0,Unfurnished,1.0,1.0,3.0,yes
1 BHK Flat,0.9,Bhayandar West,615,8.0,9.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,1.05,Bhayandar West,770,15.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,1.0,Bhayandar West,550,15.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,1.05,Bhayandar West,620,12.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,0.9,Bhayandar West,600,11.0,8.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,0.8,Bhayandar West,620,15.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,0.95,Mulund West,510,25.0,5.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.85,Bhayandar West,650,15.0,7.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,0.76,Bhayandar West,600,15.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,1.12,Mulund West,600,5.0,12.0,Fully Furnished,1.0,1.0,,yes
1 BHK Flat,0.26,Nalasopara West,570,2.0,4.0,Semi Furnished,1.0,2.0,,yes
1 BHK Flat,0.85,Bhayandar West,500,12.0,7.0,Fully Furnished,1.0,1.0,,yes
1 BHK Flat,0.32,Virar West,650,5.0,15.0,Semi Furnished,1.0,2.0,2.0,no
1 BHK Flat,0.32,Virar West,650,5.0,15.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.29,Nalasopara West,575,2.0,9.0,Semi Furnished,1.0,2.0,,yes
1 BHK Flat,0.52,Kandivali West,450,10.0,24.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,0.53,Kandivali West,425,8.0,24.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,0.52,Malad West,435,8.0,24.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,0.29,Virar West,464,6.0,15.0,Semi Furnished,1.0,3.0,,no
1 BHK Flat,1.08,Mulund West,609,15.0,14.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,2.16,Dadar East,450,5.0,8.0,Unfurnished,1.0,,0.0,yes
1 BHK Flat,0.28,Nalasopara West,640,5.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.98,Mulund West,520,26.0,4.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.27,Nalasopara West,490,8.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.33,Nalasopara West,560,8.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.28,Nalasopara West,490,10.0,7.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,0.31,Nalasopara West,650,8.0,7.0,Semi Furnished,1.0,1.0,1.0,yes
1 BHK Flat,0.3,Nalasopara West,510,10.0,7.0,Semi Furnished,1.0,1.0,,yes
1 BHK Flat,0.25,Nalasopara West,525,10.0,3.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,1.18,Borivali West,675,6.0,13.0,Semi Furnished,2.0,2.0,,yes
1 BHK Flat,1.05,Borivali West,700,6.0,13.0,Unfurnished,2.0,2.0,,yes
1 BHK Flat,0.89,Borivali West,550,10.0,7.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,1.17,Borivali West,650,25.0,7.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,1.16,Borivali West,700,10.0,13.0,Unfurnished,2.0,2.0,,yes
1 BHK Flat,0.9,Dahisar West,550,15.0,7.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,1.05,Borivali West,651,15.0,7.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.95,Borivali West,650,15.0,10.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.23,Naigaon East,500,5.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.99,Borivali West,610,18.0,7.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,1.2,Chembur,550,7.0,15.0,Semi Furnished,1.0,1.0,2.0,yes
1 BHK Flat,1.4,Chembur,550,5.0,23.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,1.1,Chembur,540,6.0,15.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,1.25,Chembur,800,8.0,13.0,Semi Furnished,1.0,1.0,3.0,yes
1 BHK Flat,0.22,Naigaon East,850,5.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.22,Naigaon East,500,5.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.22,Naigaon East,500,7.0,7.0,Unfurnished,2.0,2.0,,yes
1 BHK Flat,0.45,Naigaon East,840,20.0,4.0,Unfurnished,2.0,2.0,,yes
1 BHK Flat,0.53,Kandivali West,450,9.0,23.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,0.23,Naigaon East,500,5.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.95,Chembur,500,9.0,12.0,Unfurnished,1.0,1.0,0.0,no
1 BHK Flat,0.21,Naigaon East,500,5.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,1.4,Kanjurmarg East,750,5.0,23.0,Semi Furnished,1.0,1.0,1.0,yes
1 BHK Flat,0.86,Dahisar East,650,3.0,22.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.86,Dahisar East,685,3.0,22.0,Unfurnished,1.0,1.0,0.0,yes
1 BHK Flat,1.15,Kandivali East,550,15.0,8.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,0.94,Dahisar West,650,9.0,7.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,1.25,Borivali East,570,5.0,7.0,Fully Furnished,2.0,,0.0,yes
1 BHK Flat,1.15,Borivali East,550,15.0,7.0,Fully Furnished,2.0,,0.0,yes
1 BHK Flat,1.15,Borivali East,520,2.0,9.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,1.15,Borivali East,580,15.0,7.0,Fully Furnished,2.0,,0.0,no
1 BHK Flat,0.7,Mira Road East,700,8.0,20.0,Unfurnished,2.0,3.0,,no
1 BHK Flat,1.3,Chembur,550,5.0,12.0,Unfurnished,2.0,,0.0,no
1 BHK Flat,1.0,Jogeshwari West,650,15.0,15.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,0.32,Nalasopara West,609,9.0,7.0,Unfurnished,1.0,3.0,,yes
1 BHK Flat,0.28,Nalasopara West,610,7.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.27,Nalasopara West,590,7.0,7.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.28,Nalasopara West,580,7.0,12.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.3,Naigaon East,550,5.0,16.0,Semi Furnished,2.0,2.0,,yes
1 BHK Flat,0.6,Mira Road East,765,3.0,14.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.84,Malad West,700,5.0,17.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,0.8,Mira Road East,910,7.0,14.0,Semi Furnished,2.0,3.0,,yes
1 BHK Flat,0.27,Nalasopara West,575,6.0,9.0,Unfurnished,1.0,1.0,1.0,yes
1 BHK Flat,0.7,Mira Road East,750,10.0,10.0,Semi Furnished,2.0,2.0,,yes
1 BHK Flat,0.25,Naigaon East,550,5.0,14.0,Semi Furnished,1.0,2.0,,yes
1 BHK Flat,1.25,Kandivali West,600,5.0,18.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.72,Bhayandar East,760,10.0,7.0,Fully Furnished,2.0,2.0,,yes
1 BHK Flat,0.98,Malad West,700,5.0,10.0,Unfurnished,1.0,2.0,0.0,yes
2 BHK Flat,2.15,others,1007,1.0,25.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.9,Borivali East,1000,10.0,14.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.65,Borivali East,875,10.0,13.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.51,Nalasopara West,1100,3.0,14.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,1.9,Kandivali East,1050,10.0,15.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,0.49,Virar West,970,10.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.15,Ghatkopar East,580,9.0,16.0,Semi Furnished,1.0,,0.0,yes
2 BHK Flat,2.0,Borivali West,795,22.0,9.0,Semi Furnished,,,,yes
2 BHK Flat,0.43,Nalasopara West,905,1.0,9.0,Semi Furnished,1.0,3.0,,no
2 BHK Flat,2.2,Kandivali West,950,5.0,16.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,3.8,Dadar West,900,5.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.54,Virar West,985,12.0,7.0,Semi Furnished,2.0,,,yes
2 BHK Flat,1.58,Dahisar West,850,15.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.85,Chembur,1050,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.53,Naigaon East,850,1.0,22.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.25,Kandivali East,528,15.0,6.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.3,Sion,1164,5.0,42.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.25,Mulund East,880,6.0,28.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Mulund East,850,1.0,23.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,4.2,Dadar West,850,3.0,17.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,3.68,Powai,1250,5.0,27.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.19,Powai,950,8.0,21.0,Unfurnished,2.0,1.0,1.0,yes
2 BHK Flat,1.1,Mira Road East,1020,10.0,7.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,3.25,Sion,1200,6.0,43.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.15,Mulund East,750,3.0,20.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.9,Wadala East,965,10.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.95,Byculla,883,1.0,45.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Mulund East,780,12.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.0,Kanjurmarg East,1048,5.0,43.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.5,Dadar East,900,25.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.65,Powai,1050,5.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.93,Bhandup West,1250,6.0,36.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.6,Nalasopara West,880,10.0,4.0,Semi Furnished,1.0,,0.0,yes
2 BHK Flat,1.26,Dahisar East,700,35.0,6.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.4,Virar West,750,3.0,12.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,1.89,Malad West,860,4.0,19.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.25,Malad West,1100,5.0,16.0,Unfurnished,2.0,2.0,1.0,no
2 BHK Flat,2.7,Chembur,850,10.0,15.0,Unfurnished,2.0,1.0,1.0,yes
2 BHK Flat,1.95,Kanjurmarg East,1000,1.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Dahisar West,890,1.0,18.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,0.92,Mira Road East,1050,5.0,7.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.5,Naigaon East,850,4.0,14.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,0.8,Bhayandar East,1050,3.0,21.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.99,Mira Road East,999,7.0,15.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.75,Mulund East,750,35.0,7.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,2.1,Borivali West,850,2.0,18.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,0.8,Mira Road East,950,10.0,7.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,4.25,Santacruz West,1100,10.0,5.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.0,Bhandup West,918,4.0,38.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.74,Virar West,950,1.0,21.0,Unfurnished,2.0,2.0,2.0,no
2 BHK Flat,2.1,Borivali West,800,10.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.38,Borivali East,850,18.0,7.0,Unfurnished,2.0,,0.0,no
2 BHK Flat,2.4,Powai,1050,8.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Mira Road East,872,9.0,16.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,1.75,Borivali West,799,20.0,7.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.47,Virar West,935,6.0,15.0,Unfurnished,2.0,1.0,4.0,yes
2 BHK Flat,1.5,Borivali West,688,12.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.25,Santacruz East,750,12.0,9.0,Semi Furnished,1.0,,0.0,yes
2 BHK Flat,2.5,Kandivali West,900,10.0,19.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.85,Santacruz East,1000,4.0,9.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,1.13,Mira Road East,980,6.0,12.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.45,Nalasopara West,820,8.0,7.0,Unfurnished,1.0,3.0,,yes
2 BHK Flat,3.11,Borivali West,950,20.0,14.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.0,Borivali West,830,1.0,8.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Borivali East,1110,10.0,22.0,Unfurnished,2.0,2.0,,yes
2 BHK Flat,2.8,Sion,955,2.0,38.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,1.49,Malad West,890,6.0,23.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.5,Chembur,1400,25.0,7.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,1.45,Bhandup West,800,10.0,8.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.1,Chembur,820,10.0,13.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,2.5,Khar West,725,7.0,7.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,0.37,Nalasopara West,900,7.0,9.0,Semi Furnished,2.0,1.0,3.0,yes
2 BHK Flat,4.01,Lower Parel,1200,10.0,51.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.43,Malad West,752,5.0,21.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.4,Nalasopara West,970,8.0,9.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,1.5,Kandivali West,1000,2.0,32.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.01,Andheri West,1050,5.0,16.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.8,Bhandup West,1000,11.0,25.0,Fully Furnished,2.0,2.0,0.0,no
2 BHK Flat,2.6,Powai,1250,5.0,23.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,2.25,Andheri West,736,1.0,11.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,3.75,Matunga West,1300,1.0,38.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Parel,1402,8.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,9.0,Santacruz West,1440,10.0,9.0,Semi Furnished,2.0,1.0,,yes
2 BHK Flat,1.5,Mulund West,900,12.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.6,Jogeshwari West,978,5.0,18.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.26,Kurla West,925,5.0,12.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.2,Mira Road East,768,5.0,23.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,2.1,Chembur,790,5.0,15.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.42,Naigaon East,835,5.0,7.0,Unfurnished,2.0,1.0,3.0,yes
2 BHK Flat,2.15,Vikhroli East,1010,5.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Chembur,1080,5.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.25,Prabhadevi,1050,10.0,15.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.8,Mulund West,1000,8.0,35.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.77,Borivali West,950,18.0,13.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,4.5,Lower Parel,1450,10.0,50.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.4,Andheri West,1150,5.0,15.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.75,Bhandup West,735,20.0,30.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.7,Mahim,700,30.0,3.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.2,Kanjurmarg West,650,5.0,50.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.2,Matunga East,450,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.55,Vikhroli East,750,9.0,12.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,2.55,Chembur,1100,1.0,13.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,4.5,Santacruz West,1000,6.0,14.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.39,Kurla West,1246,5.0,12.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,2.4,Malad West,1000,5.0,20.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,0.66,Virar West,1180,5.0,7.0,Fully Furnished,2.0,1.0,2.0,yes
2 BHK Flat,3.3,Wadala East,1250,5.0,33.0,Fully Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.25,Dahisar West,800,20.0,6.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,1.95,Ghatkopar East,805,1.0,16.0,Fully Furnished,2.0,3.0,0.0,no
2 BHK Flat,1.5,Borivali West,850,5.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.45,Vile Parle East,1044,5.0,11.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.55,Goregaon West,1100,7.0,19.0,Unfurnished,2.0,3.0,,yes
2 BHK Flat,1.26,Andheri West,600,40.0,6.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.5,Nalasopara East,786,6.0,7.0,Semi Furnished,2.0,1.0,4.0,yes
2 BHK Flat,1.75,Malad West,1050,10.0,7.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.4,Kandivali West,875,16.0,8.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.46,Nalasopara West,850,15.0,4.0,Unfurnished,2.0,1.0,1.0,yes
2 BHK Flat,1.4,Kandivali West,658,8.0,7.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,1.6,Kandivali West,800,7.0,19.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Lower Parel,710,2.0,70.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.85,Worli,1200,12.0,27.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,0.75,Dahisar East,970,2.0,19.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.6,Borivali West,650,25.0,4.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.49,Malad East,810,10.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Kandivali West,780,5.0,8.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.8,Mahim,800,12.0,13.0,Unfurnished,2.0,1.0,,no
2 BHK Flat,3.8,Parel,850,1.0,42.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,1.2,Bhayandar East,1100,5.0,10.0,Semi Furnished,2.0,3.0,,yes
2 BHK Flat,1.35,Goregaon East,800,8.0,20.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,0.88,Goregaon East,980,15.0,20.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,0.9,Mira Road East,900,7.0,14.0,Fully Furnished,2.0,3.0,,yes
2 BHK Flat,3.38,Dadar East,950,10.0,25.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.7,Dahisar West,851,18.0,7.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.95,Malad West,700,22.0,7.0,Fully Furnished,2.0,2.0,,yes
2 BHK Flat,3.25,others,930,10.0,25.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.85,Andheri East,850,6.0,10.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,4.6,Cuffe Parade,810,40.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.54,Nalasopara West,900,2.0,16.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,0.77,Virar West,1150,10.0,7.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.5,Borivali West,600,7.0,8.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,3.5,Bandra West,800,20.0,7.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,1.42,Kanjurmarg East,837,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.31,Mulund West,1080,10.0,24.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.0,Mulund East,950,1.0,23.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Kanjurmarg West,1200,2.0,36.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.65,Chembur,930,2.0,12.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.65,Parel,1125,15.0,11.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.35,Powai,1250,2.0,23.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,2.4,Sion,768,5.0,43.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.4,Powai,1250,4.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,0.98,Mira Road East,1020,10.0,20.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,1.83,Wadala East,955,8.0,18.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.68,Mulund East,910,30.0,7.0,Semi Furnished,2.0,,0.0,no
2 BHK Flat,2.9,Vile Parle East,763,15.0,7.0,Fully Furnished,2.0,,0.0,yes
2 BHK Flat,2.45,Powai,1250,10.0,20.0,Unfurnished,2.0,2.0,2.0,yes
2 BHK Flat,2.0,Bhandup West,820,12.0,36.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,3.35,Powai,1050,5.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,3.95,Dadar West,862,30.0,10.0,Fully Furnished,2.0,2.0,0.0,yes
